"code_title","eng_text","kor_text"
"D63.0*","Anaemia in neoplastic disease","신생물질환에서의 빈혈(C00-D48†)"
"D63.8*","Anaemia in other chronic diseases classified elsewhere","달리 분류된 기타 만성 질환에서의 빈혈"
"D60-D64","Aplastic and other anaemias","무형성 및 기타 빈혈"
"D64","Other anaemias","기타 빈혈"
"D64.0","Hereditary sideroblastic anaemia","유전성 철적혈모구빈혈"
"D64.1","Secondary sideroblastic anaemia due to disease","질병에 의한 이차성 철적혈모구빈혈"
"D64.2","Secondary sideroblastic anaemia due to drugs and toxins","약물 및 독소에 의한 이차성 철적혈모구빈혈"
"D64.3","Other sideroblastic anaemias","기타 철적혈모구빈혈"
"D64.4","Congenital dyserythropoietic anaemia","선천성 적혈구조혈이상빈혈"
"D64.8","Other specified anaemias","기타 명시된 빈혈"
"D64.9","Anaemia, unspecified","상세불명의 빈혈"
"D65-D69","Coagulation defects, purpura and other haemorrhagic conditions","응고결함, 자반 및 기타 출혈성 병태"
"D65","Disseminated intravascular coagulation [defibrination syndrome]","파종성 혈관내응고[탈피브린증후군]"
"D66","Hereditary factor Ⅷ deficiency","유전성 제8인자결핍"
"D68","Other coagulation defects","기타 응고결함"
"D68.0","Von Willebrand’s disease","폰빌레브란트병"
"D68.1","Hereditary factor Ⅺ deficiency","유전성 제11인자결핍"
"D68.2","Hereditary deficiency of other clotting factors","기타 응고인자의 유전성 결핍"
"D68.3","Haemorrhagic disorder due to circulating anticoagulants","순환 항응고제에 의한 출혈장애"
"D68.4","Acquired coagulation factor deficiency","후천성 응고인자결핍"
"D68.5","Primary thrombophilia","원발성 혈전성향"
"D68.6","Other thrombophilia","기타 혈전성향"
"D68.8","Other specified coagulation defects","기타 명시된 응고결함"
"D68.9","Coagulation defect, unspecified","상세불명의 응고결함"
"D65-D69","Coagulation defects, purpura and other haemorrhagic conditions","응고결함, 자반 및 기타 출혈성 병태"
"D69","Purpura and other haemorrhagic conditions","자반 및 기타 출혈성 병태"
"D69.0","Allergic purpura","앨러지자반증"
"D69.1","Qualitative platelet defects","정성적 혈소판결손"
"D69.2","Other nonthrombocytopenic purpura","기타 비혈소판감소성 자반"
"D69.3","Idiopathic thrombocytopenic purpura","특발성 혈소판감소성 자반"
"D69.30","Evans’ syndrome","에반스증후군"
"D69.38","Other idiopathic thrombocytopenic purpura","기타 특발성 혈소판감소성 자반"
"D69.4","Other primary thrombocytopenia","기타 원발성 혈소판감소증"
"D69.5","Secondary thrombocytopenia","이차성 혈소판감소증"
"D69.6","Thrombocytopenia, unspecified","상세불명의 혈소판감소증"
"D69.8","Other specified haemorrhagic conditions","기타 명시된 출혈성 병태"
"D69.9","Haemorrhagic condition, unspecified","상세불명의 출혈성 병태"
"D70-D77","Other diseases of blood and blood-forming organs","혈액 및 조혈기관의 기타 질환"
"D70","Agranulocytosis","무과립구증"
"D70.0","Neutropenic fever","호중구감소성 발열"
"D70.8","Other agranulocytosis","기타 무과립구증"
"D71","Functional disorders of polymorphonuclear neutrophils","다형핵호중구의 기능장애"
"D72","Other disorders of white blood cells","백혈구의 기타 장애"
"D72.0","Genetic anomalies of leukocytes","백혈구의 유전적 이상"
"D72.1","Eosinophilia","호산구증가"
"D72.8","Other specified disorders of white blood cells","기타 명시된 백혈구의 장애"
"D72.9","Disorder of white blood cells, unspecified","상세불명의 백혈구장애"
"D73","Diseases of spleen","비장의 질환"
"D73.0","Hyposplenism","비장기능저하증"
"D73.1","Hypersplenism","비장기능항진증"
"D73.2","Chronic congestive splenomegaly","만성 울혈성 비장비대"
"D73.3","Abscess of spleen","비장의 농양"
"D73.4","Cyst of spleen","비장의 낭"
"D73.5","Infarction of spleen","비장의 경색증"
"D73.8","Other diseases of spleen","기타 비장질환"
"D73.9","Disease of spleen, unspecified","상세불명의 비장의 질환"
"D74","Methaemoglobinaemia","메트헤모글로빈혈증"
"D74.0","Congenital methaemoglobinaemia","선천성 메트헤모글로빈혈증"
"D74.8","Other methaemoglobinaemias","기타 메트헤모글로빈혈증"
"D74.9","Methaemoglobinaemia, unspecified","상세불명의 메트헤모글로빈혈증"
"D75","Other diseases of blood and blood-forming organs","혈액 및 조혈기관의 기타 질환"
"D75.0","Familial erythrocytosis","가족성 적혈구증가"
"D75.1","Secondary polycythaemia","이차성 적혈구증가증"
"D75.8","Other specified diseases of blood and blood-forming organs","기타 명시된 혈액 및 조혈기관의 질환"
"D75.9","Disease of blood and blood-forming organs, unspecified","상세불명의 혈액 및 조혈기관의 질환"
"D76","Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue","림프세망 및 세망조직구 조직의 참여를 동반한 기타 명시된 질환"
"D76.1","Haemophagocytic lymphohistiocytosis","혈구탐식성 림프조직구증"
"D76.2","Haemophagocytic syndrome, infection-associated","감염과 관련된 혈구탐식증후군"
"D76.3","Other histiocytosis syndromes","기타 조직구증증후군"
"D80-D89","Certain disorders involving the immune mechanism","면역메커니즘을 침범한 특정 장애"
"D80","Immunodeficiency with predominantly antibody defects","항체결손이 현저한 면역결핍"
"D80.0","Hereditary hypogammaglobulinaemia","유전성 저감마글로불린혈증"
"D80.1","Nonfamilial hypogammaglobulinaemia","비가족성 저감마글로불린혈증"
"D80.2","Selective deficiency of immunoglobulin A[IgA]","면역글로불린A의 선택적 결핍"
"D80.3","Selective deficiency of immunoglobulin G [IgG] subclasses","면역글로불린G 서브클래스의 선택적 결핍"
"D80.4","Selective deficiency of immunoglobulin M[IgM]","면역글로불린M의 선택적 결핍"
"D80.5","Immunodeficiency with increased immunoglobulin M[IgM]","면역글로불린M의 증가를 동반한 면역결핍"
"D80.6","Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia","거의 정상의 면역글로불린 또는 고면역글로불린혈증을 동반한 항체결핍"
"D80.7","Transient hypogammaglobulinaemia of infancy","영아기의 일과성 저감마글로불린혈증"
"D80.8","Other immunodeficiencies with predominantly antibody defects","항체결손이 현저한 기타 면역결핍"
"D80.9","Immunodeficiency with predominantly antibody defects, unspecified","상세불명의 항체결손이 현저한 면역결핍"
"D83","Common variable immunodeficiency","공통 가변성 면역결핍"
"D83.0","Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function","B-세포 수 및 기능의 현저한 이상에 의한 공통 가변성 면역결핍"
"D83.1","Common variable immunodeficiency with predominant immunoregulatory T-cell disorders","현저한 면역조절T-세포장애에 의한 공통 가변성 면역결핍"
"D83.2","Common variable immunodeficiency with autoantibodies to B-or T-cells","B- 또는 T-세포에 대한 자가항체를 동반한 공통 가변성 면역결핍"
"D83.8","Other common variable immunodeficiencies","기타 공통 가변성 면역결핍"
"D83.9","Common variable immunodeficiency, unspecified","상세불명의 공통 가변성 면역결핍"
"D84","Other immunodeficiencies","기타 면역결핍"
"D84.0","Lymphocyte function antigen-1[LFA-1] defect","림프구기능항원-1결손"
"D84.1","Defects in the complement system","보체계통의 결손"
"D84.8","Other specified immunodeficiencies","기타 명시된 면역결핍"
"D84.9","Immunodeficiency, unspecified","상세불명의 면역결핍"
"D86","Sarcoidosis","사르코이드증"
"D86.0","Sarcoidosis of lung","폐의 사르코이드증"
"D86.1","Sarcoidosis of lymph nodes","림프절의 사르코이드증"
"D86.2","Sarcoidosis of lung with sarcoidosis of lymph nodes","림프절의 사르코이드증을 동반한 폐의 사르코이드증"
"D86.3","Sarcoidosis of skin","피부의 사르코이드증"
"D86.8","Sarcoidosis of other and combined sites","기타 및 복합부위의 사르코이드증"
"D86.9","Sarcoidosis, unspecified","상세불명의 사르코이드증"
"D50-D89","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism, D50-D89","Ⅲ. 혈액 및 조혈기관의 질환과 면역메커니즘을 침범한 특정 장애"
"D80-D89","Certain disorders involving the immune mechanism","면역메커니즘을 침범한 특정 장애"
"D89","Other disorders involving the immune mechanism, NEC","달리 분류되지 않은 면역메커니즘을 침범한 기타 장애"
"D89.0","Polyclonal hypergammaglobulinaemia","다클론고감마글로불린혈증"
"D89.1","Cryoglobulinaemia","한랭글로불린혈증"
"D89.2","Hypergammaglobulinaemia, unspecified","상세불명의 고감마글로불린혈증"
"D89.3","Immune reconstitution syndrome","면역복원증후군"
"D89.8","Other specified disorders involving the immune mechanism, NEC","달리 분류되지 않은 면역메커니즘을 침범한 기타 명시된 장애"
"D89.9","Disorder involving the immune mechanism, unspecified","상세불명의 면역메커니즘을 침범한 장애"
"","",""
"E01","Iodine-deficiency-related thyroid disorders and allied conditions","요오드결핍과 관련된 갑상선장애 및 동류의 병태"
"E01.0","Iodine-deficiency-related diffuse (endemic) goitre","요오드결핍과 관련된 미만성 (풍토병성) 고이터"
"E01.1","Iodine-deficiency-related multi- nodular(endemic) goitre","요오드결핍과 관련된 다결절성 (풍토병성) 고이터"
"E01.2","Iodine-deficiency-related (endemic) goitre, unspecified","요오드결핍과 관련된 상세불명의 (풍토병성) 고이터"
"E01.8","Other iodine-deficiency-related thyroid disorders and allied conditions","기타 요오드결핍과 관련된 갑상선장애 및 동류의 병태"
"E03","Other hypothyroidism","기타 갑상선기능저하증"
"E03.0","Congenital hypothyroidism with diffuse goitre","미만성 고이터를 동반한 선천성 갑상선기능저하증"
"E03.1","Congenital hypothyroidism without goitre","고이터를 동반하지 않은 선천성 갑상선기능저하증"
"E03.2","Hypothyroidism due to medicaments and other exogenous substances","의약품 및 기타 외인성 물질에 의한 갑상선기능저하증"
"E03.3","Postinfectious hypothyroidism","감염후 갑상선기능저하증"
"E03.4","Atrophy of thyroid(acquired)","갑상선의 위축(후천성)"
"E03.5","Myxoedema coma","점액부종혼수"
"E03.8","Other specified hypothyroidism","기타 명시된 갑상선기능저하증"
"E03.9","Hypothyroidism, unspecified","상세불명의 갑상선기능저하증"
"E04","Other nontoxic goitre","기타 비독성 고이터"
"E04.0","Nontoxic diffuse goitre","비독성 미만성 고이터"
"E04.1","Nontoxic single thyroid nodule","비독성 단순갑상선 결절"
"E04.2","Nontoxic multinodular goitre","비독성 다결절성 고이터"
"E04.8","Other specified nontoxic goitre","기타 명시된 비독성 고이터"
"E04.9","Nontoxic goitre, unspecified","상세불명의 비독성 고이터"
"E05","Thyrotoxicosis[hyperthyroidism]","갑상선독증[갑상선기능항진증]"
"E05.0","Thyrotoxicosis with diffuse goitre","미만성 고이터를 동반한 갑상선독증"
"E05.1","Thyrotoxicosis with toxic single thyroid nodule","독성 단일 갑상선결절을 동반한 갑상선독증"
"E05.2","Thyrotoxicosis with toxic multinodular goitre","독성 다결절성 고이터를 동반한 갑상선독증"
"E05.3","Thyrotoxicosis from ectopic  thyroid tissue","이소성 갑상선조직에서 유래한 갑상선독증"
"E05.4","Thyrotoxicosis factitia","인공적 갑상선독증"
"E05.5","Thyrotoxic crisis or storm","갑상선독성 발증 또는 발작"
"E05.8","Other thyrotoxicosis","기타 갑상선독증"
"E05.9","Thyrotoxicosis, unspecified","상세불명의 갑상선독증"
"E06","Thyroiditis","갑상선염"
"E06.0","Acute thyroiditis","급성 갑상선염"
"E06.1","Subacute thyroiditis","아급성 갑상선염"
"E06.2","Chronic thyroiditis with transient thyrotoxicosis","일과성 갑상선독증을 동반한 만성 갑상선염"
"E06.3","Autoimmune thyroiditis","자가면역성 갑상선염"
"E06.4","Drug-induced thyroiditis","약물유발 갑상선염"
"E06.5","Other chronic thyroiditis","기타 만성 갑상선염"
"E06.9","Thyroiditis, unspecified","상세불명의 갑상선염"
"E00-E07","Disorders of thyroid gland","갑상선의 장애"
"E07","Other disorders of thyroid","갑상선의 기타 장애"
"E07.0","Hypersecretion of calcitonin","칼시토닌의 과다분비"
"E07.1","Dyshormogenetic goitre","이상호르몬발생고이터"
"E07.8","Other specified disorders of thyroid","기타 명시된 갑상선의 장애"
"E07.9","Disorder of thyroid, unspecified","상세불명의 갑상선의 장애"
"","",""
"","",""
"E10-E14","Diabetes mellitus","당뇨병"
"E10","Type 1 diabetes mellitus","1형 당뇨병"
"E10.0","Type 1 diabetes mellitus, with coma","혼수를 동반한 1형 당뇨병"
"E10.00","Type 1 diabetes mellitus, with coma, with hyperosmolarity","고삼투압과 혼수를 동반한 1형 당뇨병"
"E10.01","Type 1 diabetes mellitus, with coma, with ketoacidosis","혼수와 케토산증을 동반한 1형 당뇨병"
"E10.02","Type 1 diabetes mellitus, with coma, with lactic acidosis","혼수와 젖산증을 동반한 1형 당뇨병"
"E10.03","Type 1 diabetes mellitus, with coma, with ketoacidosis, with lactic acidosis","혼수와 케토산증 및 젖산증을 동반한 1형 당뇨병"
"E10.08","Type 1 diabetes mellitus, with coma, other and unspecified","기타 및 상세불명의 혼수를 동반한 1형 당뇨병"
"E10.1","Type 1 diabetes mellitus, with acidosis","산증을 동반한 1형 당뇨병"
"E10.10","Type 1 diabetes mellitus, with ketoacidosis","케토산증을 동반한 1형 당뇨병"
"E10.11","Type 1 diabetes mellitus, with lactic acidosis","젖산증을 동반한 1형 당뇨병"
"E10.12","Type 1 diabetes mellitus, with ketoacidosis, with lactic acidosis","케토산증 및 젖산증을 동반한 1형 당뇨병"
"E10.18","Type 1 diabetes mellitus, with acidosis, other and unspecified","기타 및 상세불명의 산증을 동반한 1형 당뇨병"
"E10.2†","Type 1 diabetes mellitus, with renal complications(N08.3*)","신장합병증을 동반한 1형 당뇨병(N08.3*)"
"E10.20†","Type 1 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)","초기 당뇨병신장병증을 동반한 1형 당뇨병(N08.3*)"
"E10.21†","Type 1 diabetes mellitus, with established diabetic nephropathy(N08.3*)","확정된 당뇨병성 신장병증을 동반한 1형 당뇨병(N08.3*)"
